time_stamp,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2020-02-08T00:00:00Z,2.8,2.8,2.8,4.978,4.603,5.353,4.978,4.603,5.353,6.022,5.347,6.697,6.022,5.347,6.697
2020-02-09T00:00:00Z,1.3,1.3,1.4,1.8585,1.693,2.024,1.8585,1.693,2.024,2.2735,1.965,2.582,2.2735,1.965,2.582
2020-02-10T00:00:00Z,2.8,2.8,2.8,5.2255,4.937,5.514,5.226,4.937,5.515,6.400499999999999,5.773,7.028,6.400499999999999,5.773,7.028
2020-02-11T00:00:00Z,5.5,5.6,5.3,12.005500000000001,11.576,12.435,12.010000000000002,11.579,12.441,14.0975,13.09,15.105,14.1,13.091,15.109
2020-02-12T00:00:00Z,5.6,5.7,5.5,11.056000000000001,10.428,11.684,11.0765,10.442,11.711,13.253,12.002,14.504,13.2715,12.018,14.525
2020-02-13T00:00:00Z,5.9,6.1,5.7,11.843499999999999,11.251,12.436,11.849499999999999,11.251,12.448,14.3585,13.055,15.662,14.36,13.055,15.665
2020-02-14T00:00:00Z,2.6,2.6,2.6,4.3835,4.066,4.701,4.375,4.066,4.684,5.5465,4.849,6.244,5.7475000000000005,4.849,6.646
2020-02-15T00:00:00Z,3.1,3.1,3.1,5.644,5.278,6.01,5.6455,5.278,6.013,6.805,6.088,7.522,6.8055,6.088,7.523
2020-02-16T00:00:00Z,5.9,5.9,5.9,11.208,10.377,12.039,11.2865,10.411,12.162,13.161000000000001,11.705,14.617,13.2065,11.736,14.677
2020-02-17T00:00:00Z,2.6,2.5,2.6,4.2635000000000005,3.875,4.652,4.274,3.875,4.673,5.199,4.474,5.924,5.2005,4.474,5.927
2020-02-18T00:00:00Z,2.7,2.5,2.8,4.7285,4.136,5.321,4.781499999999999,4.136,5.427,5.8155,4.872,6.759,5.84,4.872,6.808
2020-02-19T00:00:00Z,5.3,5.5,5,11.2085,10.825,11.592,11.2085,10.825,11.592,13.6695,12.597,14.742,13.6695,12.597,14.742
2020-02-20T00:00:00Z,4.3,4.3,4.3,8.8025,8.362,9.243,8.817499999999999,8.362,9.273,11.053999999999998,10.033,12.075,11.058,10.033,12.083
2020-02-21T00:00:00Z,9.3,9.6,9,20.4265,19.541,21.312,20.4525,19.546,21.359,24.3955,22.55,26.241,24.399,22.55,26.248
2020-02-22T00:00:00Z,15.8,16.7,14.9,33.516,31.626,35.406,34.8555,33.12,36.591,41.569,38.28,44.858,42.1,38.805,45.395
2020-02-23T00:00:00Z,9.2,9.8,8.6,19.3375,18.45,20.225,19.3905,18.5,20.281,24.3145,22.24,26.389,24.361,22.285,26.437
2020-02-24T00:00:00Z,1.9,1.6,2.3,2.841,2.157,3.525,2.9295,2.157,3.702,3.6615,2.708,4.615,3.7030000000000003,2.708,4.698
2020-02-25T00:00:00Z,1.4,1.3,1.6,2.022,1.591,2.453,2.0745,1.591,2.558,2.752,2.086,3.418,2.7945,2.086,3.503
2020-02-26T00:00:00Z,2.6,2.6,2.6,4.598,4.213,4.983,4.619,4.233,5.005,5.778499999999999,5.084,6.473,5.789,5.093,6.485
2020-02-27T00:00:00Z,5.2,5.2,5.1,10.078,9.404,10.752,10.084,9.404,10.764,12.3,10.987,13.613,12.301,10.987,13.615
2020-02-28T00:00:00Z,4.3,4.2,4.3,7.7595,7.15,8.369,7.785500000000001,7.159,8.412,9.750499999999999,8.596,10.905,9.764,8.603,10.925
2020-02-29T00:00:00Z,2.1,1.9,2.4,3.0915,2.55,3.633,3.0925,2.55,3.635,3.8535,3.088,4.619,3.8535,3.088,4.619
2020-03-01T00:00:00Z,1.5,1.4,1.7,1.9835,1.63,2.337,1.9835,1.63,2.337,2.552,2.013,3.091,2.552,2.013,3.091
2020-03-02T00:00:00Z,2.2,1.8,2.5,3.4115,2.653,4.17,3.4290000000000003,2.655,4.203,4.083,3.087,5.079,4.084,3.088,5.08
2020-03-03T00:00:00Z,2.9,2.9,2.9,5.1145,4.753,5.476,5.1145,4.753,5.476,6.235,5.509,6.961,6.235,5.509,6.961
2020-03-04T00:00:00Z,4.4,4.4,4.4,8.111,7.426,8.796,8.118,7.426,8.81,9.8485,8.673,11.024,9.85,8.673,11.027
